GEOID	X01	X02	X03	X04	X05	X06	X07	X08	X09	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X000
99	0.1	0	0	9.8	5.3	2.7	20.9	2.4	0.4	0.6	1.6	1.8	0.1	9.3	3.9	19.4	5.7	43.8	10.2	0.4	146
